movie_title,rating,user_rating,genres,plot_keyword,director,top_5_casts,writer,votes,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
The Good Thief,6.5,11K,"['Action', 'Crime', 'Drama']","['female frontal nudity', 'gambler', 'blackjack', 'heist', 'female nudity', 'breast', 'voyeur', 'prostitute', 'casino']",Neil Jordan,"['Jean-Pierre Melville', 'Neil Jordan', 'Nick Nolte', 'Ralph Fiennes', 'Nutsa Kukhianidze']",Auguste Le Breton,11000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torbaaz,6.9,18K,"['Action', 'Drama', 'Sport']","['cricket', 'refugee', 'afghanistan']",Girish Malik,"['Bharti Jakhar', 'Humayoon Shams Khan', 'Sanjay Dutt', 'Nargis Fakhri', 'Rahul Dev']",Girish Malik,18000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Renaissance,6.6,16K,"['Animation', 'Action', 'Sci-Fi']","['kidnapping', 'immortality', 'paris france', 'police investigation', 'dystopia', 'invisibility', 'future']",Christian Volckman,"['Matthieu Delaporte', 'Michael Katims', 'Daniel Craig', 'Catherine McCormack', 'Jonathan Pryce']",Alexandre de La Patellière,16000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Wednesday,8.1,78K,"['Action', 'Crime', 'Drama']","['police', 'die hard scenario', 'terrorist', 'police officer', 'bomb', 'telephone call', 'race against time', 'slow motion scene', 'man wears eyeglasses']",Neeraj Pandey,"['Anupam Kher', 'Naseeruddin Shah', 'Virendra Saxena', 'Neeraj Pandey', 'Neeraj Pandey']",Neeraj Pandey,78000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theri,7.3,20K,"['Action', 'Crime', 'Thriller']",['police'],Atlee Kumar,"['Ramanagirivasan', 'Rishabh Purohit', 'Thalapathy Vijay', 'Samantha Ruth Prabhu', 'Amy Jackson']",Atlee Kumar,20000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Brave,6.1,10K,['Drama'],"['woman punches a man', 'death', 'cry', 'poverty', 'bare breasts', 'native american', 'physical abuse', 'written and directed by cast member', 'criminal', 'snuff film']",Johnny Depp,"['Paul McCudden', 'Johnny Depp', 'Johnny Depp', 'Marlon Brando', 'Marshall Bell']",Gregory McDonald,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,6.1,10K,"['Action', 'Drama', 'Musical']","['flashback', 'attempted suicide', 'secret', 'orphan', 'rivalry', 'gang', 'fight', 'inheritance']",Mansoor Khan,"['Mansoor Khan', 'Nidhi Tuli', 'Shah Rukh Khan', 'Aishwarya Rai Bachchan', 'Chandrachur Singh']",Aatish Kapadia,10000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Khakee,7.4,16K,"['Action', 'Crime', 'Drama']","['rifle', 'police', 'death', 'terrorist', 'die hard scenario', 'witness', 'corruption', 'murder', 'slow motion scene']",Rajkumar Santoshi,"['Rajkumar Santoshi', 'Amitabh Bachchan', 'Akshay Kumar', 'Ajay Devgn', 'Rajkumar Santoshi']",Shridhar Raghavan,16000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brake,6.0,12K,"['Action', 'Thriller']","['torture', 'terrorist', 'male protagonist', 'husband wife relationship', 'interrogation', 'person in a car trunk', 'secret service agent', 'surprise ending']",Gabe Torres,"['Timothy Mannion', 'Stephen Dorff', 'Chyler Leigh', 'JR Bourne', 'Gabe Torres']",Andrew Hilton,12000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I,7.3,21K,"['Action', 'Drama', 'Romance']","['bikini', 'model', 'fistfight', 'revenge', 'fight']",S. Shankar,"['Swanand Kirkire', 'S. Shankar', 'Vikram', 'Amy Jackson', 'Suresh Gopi']",A.N. Balakrishnan,21000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Versus,6.3,13K,"['Action', 'Drama', 'Fantasy']","['man murders a woman', 'sword', 'zombie', 'murder spree', 'resurrection', 'murderess', 'forest', 'portal']",Ryûhei Kitamura,"['Yudai Yamaguchi', 'Tak Sakaguchi', 'Hideo Sakaki', 'Chieko Misaka', 'Ryûhei Kitamura']",Ryûhei Kitamura,13000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Warrior,7.2,11K,"['Action', 'Drama', 'History']","['guard', 'castle', 'battle']",Sung-su Kim,"['Jung Woo-sung', 'Sung-Ki Ahn', 'Ju Jin-Mo', 'Sung-su Kim', 'Sung-su Kim']",Sung-su Kim,11000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Avalon,6.4,13K,"['Action', 'Drama', 'Fantasy']","['apartment', 'japanese', 'library', 'pet dog']",Mamoru Oshii,"['Malgorzata Foremniak', 'Wladyslaw Kowalski', 'Jerzy Gudejko', 'Mamoru Oshii', 'Kazunori Itô']",Kazunori Itô,13000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Assassination Games,6.1,18K,"['Action', 'Crime', 'Drama']","['violin', 'bare breasts', 'sadist', 'topless female nudity', 'gang rape', 'sadism']",Ernie Barbarash,"['Jean-Claude Van Damme', 'Scott Adkins', 'Ivan Kaye', 'Ernie Barbarash', 'Aaron Rahsaan Thomas']",Aaron Rahsaan Thomas,18000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koi... Mil Gaya,7.1,24K,"['Action', 'Drama', 'Romance']","['alien', 'three word title', 'punctuation in title', 'spaceship', 'computer', 'outer space', 'local blockbuster', 'non comic book superhero']",Rakesh Roshan,"['Honey Irani', 'Sachin Bhowmick', 'Hrithik Roshan', 'Rekha', 'Preity Zinta']",Rakesh Roshan,24000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Airlift,7.9,57K,"['Action', 'Drama', 'History']","['military', '1990s', 'timeframe 1990s', 'businessman', 'tank', 'historical fiction', 'fistfight', 'arab', 'evacuation']",Raja Menon,"['Sonu Sinha', 'Ritesh Shah', 'Akshay Kumar', 'Nimrat Kaur', 'Kumud Mishra']",Raja Menon,57000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Paan Singh Tomar,8.2,36K,"['Action', 'Biography', 'Crime']","['journalist', 'police', 'athlete', 'gang war', 'india', 'army', 'robbery', 'based on true story']",Tigmanshu Dhulia,"['Tigmanshu Dhulia', 'Irrfan Khan', 'Mahie Gill', 'Rajesh Abhay', 'Tigmanshu Dhulia']",Sanjay Chauhan,36000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. India,7.7,15K,"['Action', 'Comedy', 'Drama']","['super villain', 'invisibility', 'superhero', 'orphan', 'child']",Shekhar Kapur,"['Salim Khan', 'Anil Kapoor', 'Sridevi', 'Amrish Puri', 'Shekhar Kapur']",Javed Akhtar,15000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thuppakki,8.0,34K,"['Action', 'Thriller']","['bombing', 'mumbai india', 'holiday', 'terrorist', 'bus', 'soldier']",A.R. Murugadoss,"['A.R. Murugadoss', 'Thalapathy Vijay', 'Kajal Aggarwal', 'Vidyut Jammwal', 'A.R. Murugadoss']",Mayank Jain,34000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Manikarnika: The Queen of Jhansi,6.4,15K,"['Action', 'Biography', 'Drama']","['feminism', 'patriotism']",Radha Krishna Jagarlamudi,"['Vijayendra Prasad', 'Prasoon Joshi', 'Himanshu Tripathi', 'Kangana Ranaut', 'Danny Denzongpa']",Kangana Ranaut,15000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intacto,6.8,13K,"['Action', 'Adventure', 'Drama']","['fugitive', 'thief', 'fate', 'theft', 'man tied up', 'surprise ending', 'supernatural power', 'sole survivor']",Juan Carlos Fresnadillo,"['Andrés M. Koppel', 'Max von Sydow', 'Eusebio Poncela', 'Leonardo Sbaraglia', 'Juan Carlos Fresnadillo']",Juan Carlos Fresnadillo,13000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kabadayi,7.8,22K,"['Action', 'Crime', 'Drama']","['gay character', 'russian roulette', 'istanbul turkey', 'father son relationship', 'sexual harassment', 'throat slitting', 'violence', 'singer']",Ömer Vargi,"['Sener Sen', 'Kenan Imirzalioglu', 'Ismail Hacioglu', 'Ömer Vargi', 'Yavuz Turgul']",Yavuz Turgul,22000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gadar: Ek Prem Katha,7.2,11K,"['Action', 'Drama', 'Romance']","['sikh', 'patriotism', 'muslim']",Anil Sharma,"['Sunny Deol', 'Ameesha Patel', 'Amrish Puri', 'Anil Sharma', 'Shaktimaan Talwar']",Shaktimaan Talwar,11000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sarfarosh,8.1,26K,"['Action', 'Drama', 'Thriller']","['police', 'pakistan', 'terrorist', 'die hard scenario', 'waterfall', 'terrorism', 'police officer', 'shot in the leg', 'singer']",John Mathew Matthan,"['John Mathew Matthan', 'Pathik Vats', 'Aamir Khan', 'Naseeruddin Shah', 'Sonali Bendre']",Hriday Lani,26000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shivaay,6.1,11K,"['Action', 'Adventure', 'Drama']","['tattoo', 'running', 'character name as title', 'embassy', 'mountain', 'child kidnapping']",Ajay Devgn,"['Ajay Devgn', 'Abigail Eames', 'Erika Kaar', 'Ajay Devgn', 'Sandeep Shrivastava']",Sandeep Shrivastava,11000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaththi,8.0,27K,"['Action', 'Drama']",['fight'],A.R. Murugadoss,"['Thalapathy Vijay', 'Samantha Ruth Prabhu', 'Neil Nitin Mukesh', 'A.R. Murugadoss', 'A.R. Murugadoss']",A.R. Murugadoss,27000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jigarthanda,8.3,12K,"['Action', 'Comedy', 'Crime']","['film within a film', 'filmmaker', 'rain', 'gangster', 'filmmaking']",Karthik Subbaraj,"['Siddharth', 'Bobby Simha', 'Lakshmi Menon', 'Karthik Subbaraj', 'Karthik Subbaraj']",Karthik Subbaraj,12000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nannaku Prematho,7.5,10K,"['Action', 'Drama', 'Thriller']","['businessman', 'father son relationship', 'illness']",Sukumar,"['Buchi Babu Sana', 'Srinivas Rongali', 'N.T. Rama Rao Jr.', 'Rakul Preet Singh', 'Jagapathi Babu']",Sukumar,10000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spyder,6.3,10K,"['Action', 'Crime', 'Thriller']","['hospital', 'spy', 'psycho killer', 'fight', 'television']",A.R. Murugadoss,"['Gopal Ram', 'Mahesh Babu', 'Rakul Preet Singh', 'S.J. Suryah', 'A.R. Murugadoss']",A.R. Murugadoss,10000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Andaz Apna Apna,8.0,53K,"['Action', 'Comedy', 'Romance']","['love', 'heiress', 'time bomb', 'person in a car trunk', 'cult film', 'slacker', 'dream']",Rajkumar Santoshi,"['Dilip Shukla', 'Aamir Khan', 'Salman Khan', 'Raveena Tandon', 'Rajkumar Santoshi']",Rajkumar Santoshi,53000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gabbar Is Back,7.1,25K,"['Action', 'Crime', 'Drama']","['vigilante', 'childbirth', 'investigation', 'corruption', 'policeman', 'police officer', 'tough guy', 'professor', 'abduction']",Radha Krishna Jagarlamudi,"['Rajat Arora', 'D.S. Kannan', 'Akshay Kumar', 'Shruti Haasan', 'Kareena Kapoor']",A.R. Murugadoss,25000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srimanthudu,7.5,12K,"['Action', 'Drama']",['village'],Koratala Siva,"['Mahesh Babu', 'Shruti Haasan', 'Jagapathi Babu', 'Koratala Siva', 'Koratala Siva']",Koratala Siva,12000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalaivaa,6.2,11K,"['Action', 'Crime', 'Drama']","['father', 'son', 'revenge', 'fight']",A.L. Vijay,"['Thalapathy Vijay', 'Amala Paul', 'Santhanam', 'A.L. Vijay', 'A.L. Vijay']",A.L. Vijay,11000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ghazi Attack,7.5,14K,"['Action', 'Thriller', 'War']","['conspiracy', 'rescue', 'mission', 'battle']",Sankalp Reddy,"['Niranjan Ramireddy', 'Gunnam Gangaraju', 'Rana Daggubati', 'Kay Kay Menon', 'Atul Kulkarni']",Sankalp Reddy,14000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Sherni,6.8,11K,"['Action', 'Adventure', 'Drama']",[],Amit Masurkar,"['Amit Masurkar', 'Yashasvi Mishra', 'Vidya Balan', 'Vijay Raaz', 'Neeraj Kabi']",Aastha Tiku,11000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petta,7.2,10K,"['Action', 'Drama']","['martial arts', 'kiss', 'opening action scene', 'hand to hand combat', 'tough guy', 'love interest', 'violence', 'one man army']",Karthik Subbaraj,"['Rajinikanth', 'Vijay Sethupathi', 'Nawazuddin Siddiqui', 'Karthik Subbaraj', 'Karthik Subbaraj']",Karthik Subbaraj,10000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azumi,6.8,15K,"['Action', 'Adventure', 'Drama']","['love', 'ninja', 'samurai', 'good versus evil', 'female assassin', 'murderess', 'female protagonist', 'teenage girl']",Ryûhei Kitamura,"['Mataichirô Yamamoto', 'Isao Kiriyama', 'Aya Ueto', 'Kenji Kohashi', 'Hiroki Narimiya']",Yû Koyama,15000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brothers,6.4,13K,"['Action', 'Drama', 'Sport']","['male objectification', 'man in a shower', 'mixed martial arts', 'male in a shower', 'martial arts', 'shower room', 'martial artist', 'shower']",Karan Malhotra,"['Cliff Dorfman', 'Ekta Pathak Malhotra', 'Akshay Kumar', 'Sidharth Malhotra', 'Jackie Shroff']",Gavin O'Connor,13000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brothers,7.5,11K,"['Drama', 'War']","['gun', 'husband wife relationship', 'afghanistan', 'mental breakdown', 'brother brother relationship', 'prisoner', 'brother']",Susanne Bier,"['Anders Thomas Jensen', 'Ulrich Thomsen', 'Nikolaj Lie Kaas', 'Connie Nielsen', 'Susanne Bier']",Susanne Bier,11000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Casshern,6.0,13K,"['Action', 'Sci-Fi']","['character name as title', 'one word title', 'dystopia', 'japanese', 'mutant', 'live action remake of anime', 'warrior']",Kazuaki Kiriya,"['Dai Satô', 'Shotaro Suga', 'Yûsuke Iseya', 'Kumiko Asô', 'Akira Terao']",Kazuaki Kiriya,13000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaho Naa... Pyaar Hai,6.9,15K,"['Action', 'Musical', 'Romance']","['love', 'corrupt cop', 'dual role', 'grief', 'nightclub', 'tough guy', 'brother brother relationship', 'loss of loved one', 'boyfriend girlfriend relationship']",Rakesh Roshan,"['Sagar Sarhadi', 'Honey Irani', 'Hrithik Roshan', 'Ameesha Patel', 'Anupam Kher']",Rakesh Roshan,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Master,7.1,172K,['Drama'],"['drifter', 'public nudity', 'mentor protege relationship', 'cult']",Paul Thomas Anderson,"['Philip Seymour Hoffman', 'Joaquin Phoenix', 'Amy Adams', 'Paul Thomas Anderson', 'Paul Thomas Anderson']",Paul Thomas Anderson,172000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mission,7.4,61K,"['Adventure', 'Drama', 'History']","['brazil', 'mercenary', 'mission', 'jungle', 'slave']",Roland Joffé,"['Robert De Niro', 'Jeremy Irons', 'Ray McAnally', 'Roland Joffé', 'Robert Bolt']",Robert Bolt,61000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Free Fall,7.5,20K,"['Drama', 'Romance']","['bisexual', 'gay relationship', 'male frontal nudity', 'male full frontal nudity', 'male nudity', 'gay', 'gay kiss', 'police officer', 'homophobia']",Stephan Lacant,"['Karsten Dahlem', 'Cooky Ziesche', 'Hanno Koffler', 'Max Riemelt', 'Attila Borlan']",Stephan Lacant,20000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Saala Khadoos,7.6,12K,"['Action', 'Drama', 'Sport']","['boxing', 'coach', 'corruption', 'strong female character', 'rivalry', 'title directed by female', 'f rated']",Sudha Kongara,"['Madhavan', 'Arun Matheshwaran', 'Madhavan', 'Nassar', 'Radha Ravi']",Sudha Kongara,12000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Once Upon a Time in Mumbaai,7.4,18K,"['Action', 'Crime', 'Drama']","['police', 'smuggler', 'betrayal', 'suicide attempt', 'police officer', 'gangster', '1970s', 'place name in title', 'murder', 'actress']",Milan Luthria,"['Bhrigu Brinda', 'Aditi Mediratta', 'Ajay Devgn', 'Emraan Hashmi', 'Kangana Ranaut']",Rajat Arora,18000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baadshah,6.8,18K,"['Action', 'Comedy', 'Crime']","['character name as title', 'one word title', 'nickname as title', 'shot to death', 'tape over mouth', 'one man army', 'hostage', 'hotel']",Abbas Alibhai Burmawalla,"['Shyam Goel', 'Neeraj Vora', 'Shah Rukh Khan', 'Twinkle Khanna', 'Amrish Puri']",Mastan Alibhai Burmawalla,18000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pokiri,7.9,14K,"['Action', 'Crime', 'Thriller']","['one word title', 'sleep deprivation', 'sex tape', 'sexism']",Puri Jagannadh,"['Mahesh Babu', ""Ileana D'Cruz"", 'Prakash Raj', 'Puri Jagannadh', 'Puri Jagannadh']",Puri Jagannadh,14000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Monster,7.3,150K,"['Biography', 'Crime', 'Drama']","['female serial killer', 'female killer', 'serial killer', 'lesbian', 'gay', 'borderline personality disorder', 'prostitute', 'f rated', 'lesbian kiss']",Patty Jenkins,"['Charlize Theron', 'Christina Ricci', 'Bruce Dern', 'Patty Jenkins', 'Patty Jenkins']",Patty Jenkins,150000,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thani Oruvan,8.4,20K,"['Action', 'Crime', 'Thriller']","['police officer', 'mafia', 'good versus evil']",Mohan Raja,"['D. Suresh', 'A.N. Balakrishnan', 'Jayam Ravi', 'Arvind Swamy', 'Nayanthara']",Mohan Raja,20000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dhamaal,7.4,16K,"['Action', 'Adventure', 'Comedy']","['airplane', 'child', 'one word title', 'bus', 'garden', 'race', 'money', 'reckless driving']",Indra Kumar,"['Balvinder Singh Suri', 'Bunty Rathore', 'Sanjay Dutt', 'Riteish Deshmukh', 'Arshad Warsi']",Paritosh Painter,16000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golmaal: Fun Unlimited,7.4,17K,"['Action', 'Comedy', 'Drama']","['mute', 'flashback', 'black and white scene', 'slacker', 'friend', 'lie', 'fight']",Rohit Shetty,"['Ajay Devgn', 'Arshad Warsi', 'Sharman Joshi', 'Rohit Shetty', 'Neeraj Vora']",Neeraj Vora,17000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aamir,7.6,11K,"['Action', 'Crime', 'Drama']","['forename as title', 'airport', 'character name as title', 'one word title', 'foot chase', 'conspiracy', 'improvised weapon', 'muslim', 'suspense', 'fight']",Raj Kumar Gupta,"['Rajeev Khandelwal', 'Mukesh Agrohari', 'Aishwarya', 'Raj Kumar Gupta', 'Raj Kumar Gupta']",Raj Kumar Gupta,11000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSG: The Messenger of God,6.0,11K,"['Action', 'Comedy', 'Drama']",['patriotism'],Jeetu Arora,"['Gurmeet Ram Rahim Singh', 'Gurmeet Ram Rahim Singh', 'Daniel Kaleb', 'Flora Saini', 'Jeetu Arora']",Gurmeet Ram Rahim Singh,11000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redirected,6.4,34K,"['Action', 'Comedy', 'Crime']","['death', 'casino', 'male nudity', 'blood', 'surprise ending', 'male rear nudity', 'murder', 'wedding', 'gambling']",Emilis Velyvis,"['Lewis Britnell', 'Emilis Velyvis', 'Vinnie Jones', 'Scot Williams', 'Gil Darnell']",Jonas Banys,34000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dabangg,6.2,32K,"['Action', 'Comedy', 'Crime']","['action hero', 'laundry drying on a clothesline', 'police officer', 'politician', 'marriage', 'wedding', 'male police officer']",Abhinav Kashyap,"['Abhinav Kashyap', 'Salman Khan', 'Sonakshi Sinha', 'Sonu Sood', 'Abhinav Kashyap']",Dilip Shukla,32000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parmanu: The Story of Pokhran,7.6,24K,"['Action', 'Drama', 'History']","['india', 'army']",Abhishek Sharma,"['Sanyuktha Chawla Shaikh', 'Abhishek Sharma', 'John Abraham', 'Boman Irani', 'Diana Penty']",Saiwyn Quadras,24000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Athadu,8.2,13K,"['Action', 'Crime', 'Drama']","['comic relief', 'police', 'child', 'child uses a gun', 'politician', 'sniper', 'reverse footage', 'child with a gun', 'murder']",Trivikram Srinivas,"['Mahesh Babu', 'Trisha Krishnan', 'Prakash Raj', 'Trivikram Srinivas', 'Trivikram Srinivas']",Trivikram Srinivas,13000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billa 2,6.1,11K,"['Action', 'Crime', 'Thriller']","['character name as title', 'goa india', 'gangster', 'prequel', 'two word title', 'surname as title']",Chakri Toleti,"['Eric Felberg', 'Sarath Mandava', 'Ajith Kumar', 'Parvathy Omanakuttan', 'Bruna Abdullah']",Chakri Toleti,11000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shootout at Lokhandwala,7.1,10K,"['Action', 'Crime', 'History']","['police', 'terrorist', '1990s', 'extortion', 'shootout', 'gangster', 'criminal', 'police officer', 'summer']",Apoorva Lakhia,"['Suresh Nair', 'Raj Vasant', 'Amitabh Bachchan', 'Sanjay Dutt', 'Suniel Shetty']",Apoorva Lakhia,10000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Karan Arjun,6.8,14K,"['Action', 'Drama', 'Fantasy']","['temple', 'train', 'inheritance', 'ambush', 'showdown', 'face slap', 'seduction', 'machine gun']",Rakesh Roshan,"['Ravi Kapoor', 'Anwar Khan', 'Rakhee Gulzar', 'Salman Khan', 'Shah Rukh Khan']",Sachin Bhowmick,14000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vaastav: The Reality,8.0,14K,"['Action', 'Crime', 'Drama']","['prostitute', 'love', 'honeymoon', 'gang war', 'gangster', 'hitman', 'tragedy', 'best friend', 'brothel']",Mahesh Manjrekar,"['Mahesh Manjrekar', 'Sanjay Dutt', 'Namrata Shirodkar', 'Reema Lagoo', 'Mahesh Manjrekar']",Imtiaz Hussain,14000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bang Boom Bang - Ein todsicheres Ding,7.5,10K,"['Action', 'Comedy', 'Crime']","['rage', 'jail', 'jealousy', 'slacker']",Peter Thorwarth,"['Peter Thorwarth', 'Oliver Korittke', 'Markus Knüfken', 'Ralf Richter', 'Peter Thorwarth']",Stefan Holtz,10000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kabali,6.1,13K,"['Action', 'Crime', 'Drama']","['graphic violence', 'character name as title', 'gangster', 'timeframe 1980s', 'timeframe 2010s', 'blood splatter', 'organized crime', 'revenge']",Pa. Ranjith,"['Pa. Ranjith', 'Rajinikanth', 'Winston Chao', 'Radhika Apte', 'Pa. Ranjith']",Mohan Nair,13000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajab Prem Ki Ghazab Kahani,6.3,15K,"['Action', 'Comedy', 'Romance']",['istanbul turkey'],Rajkumar Santoshi,"['Rajkumar Santoshi', 'R.D. Tailang', 'Ranbir Kapoor', 'Katrina Kaif', 'Darshan Jariwala']",K. Rajeshwar,15000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Deewaar,8.0,11K,"['Action', 'Crime', 'Drama']","['murder of a pregnant woman', 'smuggler', 'investigation', 'shooting', 'policeman', 'murder', 'pregnancy']",Yash Chopra,"['Salim Khan', 'Amitabh Bachchan', 'Shashi Kapoor', 'Nirupa Roy', 'Yash Chopra']",Javed Akhtar,11000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangaajal,7.8,17K,"['Action', 'Crime', 'Drama']","['torture', 'police', 'bare chested male bondage', 'bare chested male', 'corruption', 'police station', 'abuse of power', 'beating', 'stabbed in the stomach']",Prakash Jha,"['Ajay Devgn', 'Gracy Singh', 'Mohan Joshi', 'Prakash Jha', 'Prakash Jha']",Prakash Jha,17000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolpaçino,6.4,12K,"['Action', 'Comedy']",[],Atil Inaç,"['Suat Ozkan', 'Safak Sezer', 'Safak Sezer', 'Aydemir Akbas', 'Ali Çatalbas']",Kaan Ertem,12000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nayak: The Real Hero,7.8,16K,"['Action', 'Drama', 'Thriller']","['mother son relationship', 'male nudity', 'time bomb', 'minister', 'nudity', 'vengeance', 'arrest']",S. Shankar,"['S. Shankar', 'Anil Kapoor', 'Rani Mukerji', 'Amrish Puri', 'S. Shankar']",Anurag Kashyap,16000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Legend of Bhagat Singh,8.1,16K,"['Action', 'Biography', 'Drama']","['death sentence', 'freedom fighter', 'college', 'revolutionary', 'protest', 'prison', 'assassination', 'cricket the sport']",Rajkumar Santoshi,"['Piyush Mishra', 'Anjum Rajabali', 'Ajay Devgn', 'Sushant Singh', 'D. Santosh']",Ranjit Kapoor,16000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
